t_start,t_end,t_mid,duration,event_type,severity,confidence,dip_magnitude,bump_magnitude,gyro_peak,accel_x_peak,total_z_dev
2976.604999999996,2976.6870000000054,2976.6460000000006,0.08200000000942964,Speed Bump,10.0,0.65,9.055064,11.498682999999998,0.3400646981384572,1.108475,11.498682999999998
2980.029999999999,2980.0620000000054,2980.046000000002,0.03200000000651926,Speed Bump,7.7331247,0.65,4.884375,4.782031,0.159823552638527,1.241277,4.884375
3022.521999999997,3022.5550000000076,3022.5385000000024,0.033000000010360964,Pothole,1.5060444,0.6336642,0.7322290000000002,0.4845209999999991,0.31368478025878144,0.955334,0.7322290000000002
3026.3669999999984,3026.407999999996,3026.387499999997,0.04099999999743886,Speed Bump,2.4205785,0.65,1.679188,1.3465349999999994,0.5168920724600059,0.518644,1.679188
3072.797000000006,3072.813000000009,3072.8050000000076,0.01600000000325963,Speed Bump,6.6137614,0.65,3.896737000000001,4.370464999999999,0.3481672654170693,1.03669,4.370464999999999
3072.9900000000052,3073.0149999999994,3073.0025000000023,0.024999999994179234,Pothole,4.7892632,0.55,3.6813830000000003,0.0,0.1858018171439666,0.558724,3.6813830000000003
3081.2160000000003,3081.2630000000063,3081.2395000000033,0.04700000000593718,Speed Bump,4.3544583,0.65,2.7804850000000005,2.6625879999999995,0.07549998997350928,0.701695,2.7804850000000005
3107.2580000000016,3107.3040000000037,3107.2810000000027,0.046000000002095476,Speed Bump,10.0,0.65,9.115483000000001,6.383428,0.36060364426333796,0.854836,9.115483000000001
3130.0590000000084,3130.1100000000006,3130.0845000000045,0.05099999999220017,Speed Bump,3.3561728,0.65,1.9232560000000003,2.27196,0.32487517302496355,2.751148,2.27196
3178.199000000008,3178.2649999999994,3178.2320000000036,0.0659999999916181,Pothole,10.0,1.0,12.689164,18.848239,1.4526503388754637,1.929811,18.848239
3178.372000000003,3178.4060000000027,3178.389000000003,0.033999999999650754,Pothole,10.0,0.95,5.470616000000001,11.757706999999998,2.212441792933319,5.458627,11.757706999999998
3187.251000000004,3187.319000000003,3187.2850000000035,0.06799999999930151,Pothole,9.628625,0.95,5.033926,9.260198,1.7939569109415643,6.002396,9.260198
3187.4760000000097,3187.5160000000033,3187.4960000000065,0.03999999999359716,Pothole,10.0,0.95,6.897337,6.458204,1.0965282719077516,4.415356,6.897337
3202.8110000000015,3202.851999999999,3202.8315000000002,0.04099999999743886,Speed Bump,5.9121866,0.65,3.947585,3.442648,0.3067525830779588,1.08335,3.947585
3209.872000000003,3209.915000000008,3209.8935000000056,0.043000000005122274,Speed Bump,3.3020952,0.65,2.0943430000000003,2.033275999999999,0.060662255324048085,0.680758,2.0943430000000003
3217.4290000000037,3217.475000000006,3217.452000000005,0.046000000002095476,Speed Bump,2.7675393,0.65,1.7366170000000007,1.7228069999999995,0.10946514872323519,0.690329,1.7366170000000007
3236.8580000000075,3236.9260000000068,3236.892000000007,0.06799999999930151,Speed Bump,6.191668,0.65,5.048881000000001,2.690704,0.12919973372650578,1.839482,5.048881000000001
3248.4850000000006,3248.527000000002,3248.506000000001,0.04200000000128057,Road Bump,1.5110295,0.5,0.0,1.0073530000000002,0.07989230215734179,0.97687,1.0073530000000002
3253.4579999999987,3253.506999999998,3253.4824999999983,0.04899999999906868,Speed Bump,1.7946168,0.65,1.1713120000000004,1.0719589999999997,0.10453544183672828,0.782453,1.1713120000000004
3286.217000000004,3286.303,3286.260000000002,0.08599999999569263,Speed Bump,10.0,0.65,9.617378,5.098481999999999,0.29960498414078496,0.564108,9.617378
3292.8880000000063,3292.921000000002,3292.904500000004,0.03299999999580905,Pothole,4.9917507,0.82832235,3.651473,0.0,0.30499149836511835,0.506082,3.651473
3293.3629999999976,3293.396000000008,3293.3795000000027,0.033000000010360964,Road Bump,5.354202,0.5,0.0,3.5694679999999988,0.65493323156105,2.514857,3.5694679999999988
3315.9360000000015,3315.976999999999,3315.9565000000002,0.04099999999743886,Road Bump,5.554302,0.5,0.0,3.7028679999999987,0.19891913826980048,0.29013,3.7028679999999987
3348.899000000005,3348.9389999999985,3348.9190000000017,0.03999999999359716,Speed Bump,3.3355944,0.65,2.4628380000000005,1.7066549999999996,0.16020095693846526,0.550349,2.4628380000000005
3379.8929999999964,3379.9590000000026,3379.9259999999995,0.06600000000617001,Road Bump,3.9463246,0.5,0.0,2.630882999999999,0.21746102902819162,2.199004,2.630882999999999
